OMIM	HGNC Approved Gene Symbol	Cytogenetic location
604583	PDCD5	19q13.11
604584	PDGFRL	8p22-p21.3
604585	SP100	2q37.1
604586	STXBP5	6q24.3
604587	CALCOCO2	17q21.32
604588	NEK1	4q32.3
604589	BRD1	22q13.33
604590	FCGR2B	1q23
604591	PEBP1	12q24
604592	TCIRG1	11q13.2
604593	KIF5C	2q23
604594	CRIPT	2p21
604595	NA	NA
604596	CDRT1	17p11
604597	GRIP1	12q13.13
604598	OSGIN2	8q21
604599	EHMT2	6p21.3
604600	TRPM5	11p15.5
604601	MTRF1	13q14.1-q14.3
604602	MRRF	9q32-q34.1
604603	MYOF	10q24
604604	SLC30A9	4p13
604605	KALRN	3q21.2
604606	OBP2B	9q34
604607	HOXB13	17q21.32
604608	NA	NA
604609	MUC12	7q22
604610	BLM	15q26.1
604611	WRN	8p12
604612	NKX2-2	20p11.22
604613	TBX18	6q14.1-q15
604614	TBX19	1q23-q24
604615	EOMES	3p24.1
604616	TBR1	2q24.2
604617	NEU3	11q13.5
604618	NIT1	1q21-q22
604619	LGI1	10q24
604620	GPR65	14q31-q32.1
604621	MGAT3	22q13.1
604622	NA	NA
604623	MGAT4A	2q12
604624	HSPB3	5q11.2
604625	NA	NA
604626	ME3	11q14.2
604627	IL17B	5q33.1
604628	IL17C	16q24
604629	MMP20	11q22.2
604630	NR0B2	1p36.1
604631	VAT1	17q21.31
604632	VAC14	16q22.1
604633	EFEMP2	11q13
604634	TAGLN2	1q21-q25
604635	NXPH2	2q22.1
604636	NXPH3	17q21.33
604637	NXPH4	12q13.3
604638	ACTN4	19q13
604639	NXPH1	7p22
604640	TLX3	5q35.1
604641	MAPK8IP1	11p11.2
604642	CA10	17q21
604643	NPFF	12q13.13
604644	CA11	19q13.33
604645	PDE7B	6q23-q24
604646	NUP50	22q13.3
604647	CALY	10q26.3
604648	TBX10	11q13.2
604649	TBCD	17q25.3
604650	IFIT3	10q23.31
604651	GDF7	2p24.1
604652	TCF7L1	2p11.2
604653	SLC40A1	2q32
604654	HTR3B	11q23.1
604655	MAP3K14	17q21.31
604656	FMNL1	17q21.31
604657	TM4SF5	17p13.3
604658	GPR137B	1q42-q43
604659	ERVW-1	7q21.2
604660	KCNIP1	5q35
604661	KCNIP2	10q24.32
604662	KCNIP3	2q21.1
604663	WNT6	2q35
604664	IFI30	19p13.1
604665	COPS3	17p11.2
604666	MAP4K4	2q11.2-q12
604667	CADPS	3p21.1
604668	ZNF264	19q13.4
604669	PKD2L2	5q31
604670	PKDREJ	22q13.31
604671	JTB	1q21
604672	CD209	19p13
604673	MRVI1	11p15.4
604674	HEY2	6q
604675	PRRX2	9q34.11
604676	HCP5	6p21.3
604677	COL4A3BP	5q13.3
604678	TM9SF2	13q32.2
604679	PABPC1	8q22.2-q23
604680	PABPC3	13q12-q13
604681	NA	NA
604682	ITGAE	17p13
604683	KIF3A	5q31
604684	MLLT11	1q21
604685	HOXA2	7p15.2
604686	AKAP13	15q25.3
604687	PTGDR	14q22.1
604688	AKAP5	14q23.3
604689	AKAP3	12p13.32
604690	NA	NA
604691	AKAP6	14q12
604692	AKAP8	19p13.12
604693	AKAP7	6q23.2
604694	AKAP10	17p11.1
604695	ARL3	10q23.3
604696	AKAP11	13q
604697	CCL26	7q11.2
604698	AKAP12	6q24-q25
604699	ARFRP1	20q13.3
604700	TOM1	22q13.1
604701	TOM1L1	17q23.2
604702	HMGXB4	22q13
604703	NA	NA
604704	BCAR3	1p22.1
604705	MERTK	2q14.1
604706	NA	NA
604707	AKR1B10	7q33
604708	NFAT5	16q22.1
604709	TIAM2	6q25
604710	LTBP4	19q13.1-q13.2
604711	UBL3	13q12-q13
604712	RRM2B	8q23.1
604713	CLEC11A	19q13.3
604714	TSPYL1	6q22.1
604715	NA	NA
604716	UGT2A1	4q13.3
604717	NA	NA
604718	TTF2	1p13.1
604719	STK16	2q35
604720	TFR2	7q22
604721	SH2D3A	19p13.3
604722	SH2D3C	9q33.1-q33.3
604723	TSFM	12q14.1
604724	HPSE	4q21.3
604725	USP2	11q23.3
604726	STK17A	7p13
604727	STK17B	2q33.1
604728	USP3	15q22.3
604729	USP21	1q22
604730	TULP3	12p13
604731	USP15	12q14
604732	TFEC	7q31.2
604733	WARS2	1p12
604734	WDR1	4p16.1
604735	USP16	21q21
604736	USP25	21q11.2
604737	WDR3	1p12
604738	CCR9	3p21.31
604739	RBM39	20q11.22
604740	SLC39A1	1q21
604741	AKR1D1	7q32-q33
604742	DCLK1	13q13.3
604743	DDAH1	1p22
604744	DDAH2	6p21
604745	TCFL5	20q13.33
604746	TESK2	1p32
604747	SOX14	3q22-q23
604748	SOX13	1q32
604749	ZNF235	19q13.2
604750	ZNF234	19q13
604751	ZNF266	19p13.2
604752	ZNF267	16p11.2
604753	ZNF268	12q24.33
604754	ZNF271P	18q12.2
604755	ZNF460	19q13.4
604756	ZNF273	7q11.21
604757	NA	NA
604758	RELB	19q13.32
604759	SYCP3	12q23.2
604760	ZNF236	18q22-q23
604761	ZFAND5	9q21.13
604762	SWAP70	11p15
604763	ARHGEF12	11q23.3
604764	ZHX1	8q24.13
604765	NA	NA
604766	NPHS2	1q25.2
604767	DEC1	9q32
604768	ZNF254	19p13
604769	PRDX3	10q25-q26
604770	ACAA2	18q21
604771	NA	NA
604772	NA	NA
604773	ACAD8	11q25
604774	ANGPTL3	1p31.3
604775	TRPA1	8q13
604776	HLA-DRB5	6p21.3
604777	NA	NA
604778	ADAM29	4q34.1
604779	ADAM30	1p12
604780	ABHD5	3p21.33
604781	NA	NA
604782	ASH2L	8p11.2
604783	CLPTM1	19q13.3
604784	TCEA2	20q13.33
604785	CTNNAL1	9q31.2
604786	ARL4A	7p21.3
604787	ARL4C	2q37.2
604788	RUVBL2	19q13.33
604789	ITGA11	15q23
604790	TAS2R14	12p13
604791	TAS2R10	12p13
604792	TAS2R13	12p13
604793	TAS2R7	12p13
604794	TAS2R8	12p13
604795	TAS2R9	12p13
604796	TAS2R1	5p15
604797	APOBEC2	6p21
604798	HOMER1	5q14.2
604799	HOMER2	15q24.3
604800	HOMER3	19p13.1
604801	NA	NA
604802	NA	NA
604803	DOPEY2	21q22.2
604804	NA	NA
604805	NA	NA
604806	FLRT1	11q13.1
604807	FLRT2	14q31.3
604808	FLRT3	20p11
604809	NA	NA
604810	LILRA1	19q13.4
604811	LILRB1	19q13.4
604812	LILRA2	19q13.4
604813	COX17	3q13.33
604814	LILRB5	19q13.4
604815	LILRB2	19q13.4
604816	NA	NA
604817	CHST5	16q23.1
604818	LILRA3	19q13.4 alternate reference locus
604819	PUF60	8q24.3
604820	LILRB3	19q13.4
604821	LILRB4	19q13.4
604822	CAPN11	6p12
604823	BARX2	11q24.3
604824	NA	NA
604825	FEZ1	11q24.2
604826	FEZ2	2p21
604827	NA	NA
604828	XCL2	1q24.2
604829	DSCR4	21q22.2
604830	NA	NA
604831	EVC	4p16.2
604832	CA14	1q21
604833	CCL27	9p13
604834	TBK1	12q14.2
604835	DUSP12	1q21-q22
604836	CCR4	3p24-p21.3
604837	PTGDR2	11q12.2
604838	GPR45	2q11.1-q12
604839	FKBP6	7q11.23
604840	FKBP8	19p12
604841	NA	NA
604842	SLC22A3	6q25.3
604843	SLCO1B1	12p12
604844	HS2ST1	1p22.3
604845	PCA3	9q21.2
604846	HS6ST1	2q21
604847	GPR26	10q26.2-q26.3
604848	NA	NA
604849	TAAR2	6q24
604850	COPS5	8q13.1
604851	GRSF1	4q13
604852	CXCL11	4q21
604853	MRPL28	16p13.12
604854	INMT	7p14.3
604855	NA	NA
604856	NA	NA
604857	SRP54	14q13.2
604858	SRP68	17q25.1
604859	LMCD1	3p25.3
604860	MALT1	18q21
604861	LATS2	13q12.11
604862	CD207	2p13
604863	LRAT	4q32.1
604864	NA	NA
604865	KLF7	2q32
604866	PLAGL2	20q11.21
604867	NA	NA
604868	TAS2R3	7q31.3-q32
604869	TAS2R4	7q34
604870	MARCO	2q14.2
604871	MMP24	20q11.2
604872	PCSK7	11q23-q24
604873	MPZL2	11q24
604874	KLRG1	12p13.31
604875	MYO9A	15q22-q23
604876	RCAN2	6p12.3
604877	MAFF	22q13.1
604878	SLC12A6	15q13
604879	SLC12A7	5p15
604880	NA	NA
604881	RPH3AL	17p13.3
604882	NEUROG3	10q21.3
604883	GTF3C2	2p23.3
604884	NEK6	9q33.3-q34.11
604885	MYBBP1A	17p13.3
604886	EMC8	16q24
604887	MTHFD2	2p13.1
604888	GTF3C3	2q33.1
604889	NBEA	13q13
604890	GTF3C5	9q34.13
604891	NCKAP1	2q32
604892	GTF3C4	9q34.3
604893	AIRN	6q25.3
604894	ONECUT2	18q21.31
604895	TBX21	17q21.32
604896	MKKS	20p12
604897	PFDN1	5q31
604898	PFDN4	20q13.2
604899	PFDN5	12q13.13
604900	DGAT1	8q24.3
604901	NA	NA
604902	BRF1	14q32.33
604903	TAF1A	1q42
604904	TAF1B	2p25
604905	TAF1C	16q24
604906	NA	NA
604907	TNFRSF13B	17p11.2
604908	PPP4R1	18p11.22
604909	CNOT2	12q15
604910	CNOT3	19q13.4
604911	CNOT4	7q33
604912	TAF2	8q24
604913	CNOT7	8p22-p21.3
604914	JMJD6	17q25
604915	MAP3K13	3q27
604916	NA	NA
604917	CNOT1	16q21
604918	PCLO	7q21.11
604919	NA	NA
604920	NA	NA
604921	MAP4K3	2p22.3
604922	NA	NA
604923	MAP4K5	14q22.1
604924	PHAX	5q23.2
604925	RABAC1	19q13.2
604926	NA	NA
604927	CTDP1	18q23
604928	NA	NA
604929	NA	NA
604930	NCK2	2q12
604931	NA	NA
604932	PKIG	20q13.12-q13.13
604933	MUTYH	1p34.1
604934	TBCE	1q42.3
604935	DMRT2	9p24.3
604936	KIR2DL1	19q13.4
604937	KIR2DL2	19q13.4 alternate reference locus
604938	KIR2DL3	19q13.4
604939	PLA2R1	2q23-q24
604940	NA	NA
604941	PPP2R2A	8p21.2
604942	SNPH	20p13
604943	SLC26A5	7q22
604944	PPP2R3A	3q22.2-q22.3
604945	KIR2DL4	19q13.4
604946	KIR3DL1	19q13.4
604947	KIR3DL2	19q13.4
604948	GADD45B	19p13.3
604949	GADD45G	9q22.1-q22.2
604950	PHTF1	1p13.2
604951	PGLS	19p13.2
604952	KIR2DS1	19q13.4 alternate reference locus
604953	KIR2DS2	19q13.4 alternate reference locus
604954	KIR2DS3	19q13.4 alternate reference locus
604955	KIR2DS4	19q13.42
604956	KIR2DS5	19q13.4 alternate reference locus
604957	NA	NA
604958	ACTL6A	3q26.33
604959	PMAIP1	18q21.32
604960	PACSIN2	22q13.2-q13.33
604961	PDE11A	2q31.3
604962	TRAT1	3q13
604963	PGLYRP1	19q13.32
604964	SIT1	9p13-p12
604965	STK4	20q11.2-q13.2
604966	NA	NA
604967	NA	NA
604968	NA	NA
604969	SKAP1	17q21.32
604970	AURKB	17p13.1
604971	MDFI	6p21
604972	ORC3	6q
604973	FCN3	1p36.11
604974	SOX21	13q32.1
604975	SOX5	12p12.1
604976	NA	NA
604977	STK19	6p21.33
604978	NUDT21	16q12.2
604979	CPSF6	12q15
604980	RACGAP1	12q13.12
604981	WBP4	13q13.3
604982	HPS1	10q23.1-q23.3
604983	POLG2	17q23.3
604984	STK24	13q31.2-q32.3
604985	SPTBN2	11q13.2
604986	BRAP	12q24.12
604987	CLEC5A	7q34
604988	SLCO2B1	11q13
604989	SPON1	11p15.2
604990	SLC9A3R1	17q25.1
604991	PART1	5q12.1
604992	SRL	16p13.3
604993	PRPF18	10p12.33
604994	SIX2	2p21
604995	SLC22A7	6p21.1
604996	FXYD3	19q13.12
604997	DOK2	8p21.3
604998	CAMK1	3p25.3
604999	SHANK1	19q13.3
605000	CORO1A	16p11.2
605001	ANGPTL2	9q34
605002	CORO2B	15q22.31
605003	SENP6	6q14.1
605004	GSK3B	3q13.3
605005	GALNT7	4q31.1
605006	FRAT2	10q23-q24.1
605007	ADAMTS5	21q21.3
605008	ADAMTS6	5q13
605009	ADAMTS7	15q25.1
605010	SPINK5	5q32
605011	ADAMTS3	4q21
605012	SUPT16H	14q11.1
605013	NA	NA
605014	STX11	6q24.1
605015	ZNF214	11p15.4
605016	ZNF215	11p15.4
605017	VPREB3	22q11.23
605018	CYLD	16q12.1
605019	NA	NA
605020	VSX1	20p11.21
605021	NA	NA
605022	PAK2	3q29
605023	HAO1	20p12
605024	SLC4A8	12q13.13
605025	ITGA3	17q21.33
605026	NA	NA
605027	NA	NA
605028	NA	NA
605029	KLRF1	12p13.31
605030	STK3	8q22.2
605031	PLK4	4q28.1
605032	CPLX1	4p16.3
605033	CPLX2	5q35.2
605034	TIMM23	10q11.22
605035	WASF1	6q21
605036	ZNF219	14q11
605037	KIF17	1p36.13
605038	PMS2P1	7q22.1
605039	NA	NA
605040	NA	NA
605041	NA	NA
605042	MED23	6q22.33-q24.1
605043	MED26	19p13.11
605044	MED27	9q34.13
605045	MED7	5q33.3
605046	UBQLN1	9q22
605047	IRF7	11p15.5
605048	IKBKE	1q32.1
605049	TWSG1	18p11.3
605050	NA	NA
605051	CNR2	1p
605052	TARBP1	1q42.2
605053	TARBP2	12q13.13
605054	SERF2	15q15.1
605055	NA	NA
605056	WASL	7q31.3
605057	TIMM17A	1q32.1
605058	TIMM44	19p13.2
605059	NA	NA
605060	SHPK	17p13
605061	TERF2IP	16q23.1
605062	TAS2R5	7q31.3-q32
605063	STIP1	11q13
605064	KIF23	15q23
605065	CDC37	19p13.2
605066	YWHAE	17p13.3
605067	NA	NA
605068	WASF3	13q12
605069	MKNK2	19p13.3
605070	EEA1	12q22
605071	RGS19	20q13.33
605072	GIPC1	19p13.1
605073	TRIM37	17q22
605074	NA	NA
605075	NA	NA
605076	SNAPC2	19p13
605077	DMAP1	1p34
605078	TARDBP	1p36.22
605079	SALL3	18q23
605080	CNGB3	8q21.3
605081	CYTH3	7p22.1
605082	RASSF1	3p21.3
605083	FRZB	2q32.1
605084	MICU1	10q22.1
605085	TREM1	6p21.1
605086	TREM2	6p21.1
605087	PIGK	1p31.1
605088	MVP	16p11.2
605089	MRPL40	22q11.2
605090	RARRES1	3q25.32
605091	FGD2	6p21.2
605092	RARRES3	11q23
605093	SH2B3	12q24.12
605094	STEAP2	7q21.13
605095		NA
605096	ANO7	2q37.3
605097	SLC45A3	1q32.1
605098	NA	NA
605099		NA
605100	PPM1D	17q23.3
605101	TAB2	6q25.1
605102	MASP2	1p36.3-p36.2
605103	NMU	4q12
605104	RBFOX1	16p13.3
605105	NA	NA
605106	LPAR3	1p22.3
605107	EDF1	9q34.3
605108	NMUR2	5q33.1
605109	HERC1	15q22
605110	LPAR2	19p12
605111	S1PR2	19q13
605112	TMOD3	15q21.2
605113	AASS	7q31.3
605114	SPO11	20q13.31
605115	NA	NA
605116	CHRNA9	4p14
605117	SOCS2	12q
605118	SOCS6	18q22
605119	PPM1G	2p23.3
605120	GDF2	10q11.22
605121	RRN3	16p13.11
605122	SUPV3L1	10q22.1
605123	SPINT1	15q13.3
605124	SPINT2	19q13.2
605125	GABARAP	17p13.1
605126	FHL5	6q16.1-q16.3
605127	OPTC	1q31
605128	GUCA1C	3q13.1
605129	PSME3	17q21.31
605130	NA	NA
605131	WWOX	16q23.1-q23.2
605132	TLE4	9q21.32
605133	NCBP2	3q29
605134	PITPNC1	17q24.3
605135	NA	NA
605136	NA	NA
605137	NA	NA
605138	OAZ3	1q21.3
605139	CCT2	12q15
605140	CCT7	2p13.2
605141	VPREB1	22q11.2
605142	CCT4	2p15
605143	ACTR1A	10q24
605144	ACTR1B	2q11.2
605145	ANKH	5p15.2
605146	S1PR5	19p13.2
605147	CNMD	NA
605148	GALNT6	12q13
605149	CXCL13	4q21
605150	NA	NA
605151	NA	NA
605152	CFAP45	1q23.2
605153	RAMP1	2q36-q37.1
605154	RAMP2	17q12-q21.1
605155	RAMP3	7p13-p12
605156	NA	NA
605157		NA
605158	PXDN	2p25.3
605159	AIFM2	10q22.2
605160		NA
605161	WFDC5	20q13.11
605162	GADD45GIP1	19p13.2
605163	CXCR6	3p21
605164	HDAC2	6q21
605165	PATZ1	22q12.2
605166	HDAC3	5q31.1-q31.2
605167	BAGE	21p11.1 not on reference assembly
605168	FABP5	8q21.13
605169	ELF5	11p13-p12
605170	EI24	11q24.2
605171	TP53I3	2p23.3
605172	PTGES	9q34.3
605173	ENC1	5q13
605174	ADAMTS1	21q21.3
605175	ADAMTS8	11q25
605176	HAO2	1p12
605177	NA	NA
605178	GAS8	16q24.3
605179	GAS8-AS1	16q24.3
605180	SLC38A2	12q13.11
605181	TM7SF3	12q11-q12
605182	RASA3	13q34
605183	CALML5	10p15.1
605184	PAIP1	5p12
605185	DLL4	15q14
605186	WIF1	12q14.2
605187	GPR27	3p21-p14
605188	GPR85	7q31
605189	DKK1	10q11.2
605190	TRAM1	8q13.1
605191	BTAF1	10q22-q23
605192	NA	NA
605193	DIRAS3	1p31
605194	CFC1	2q21.2
605195	MESP2	15q26.1
605196	COQ3	6q21
605197	KYNU	2q22.2
605198	PAPD7	5p15
605199	SFPQ	1p34.3
605200	HERC3	4q21
605201	NA	NA
605202	NANS	9q22.33
605203	NA	NA
605204	TOR1A	9q34.11
605205	ADCY10	1q24
605206	HCN4	15q24.1
605207	CYP26B1	2p12
605208	SLC17A7	19q13.33
605209	CHFR	12q24.33
605210	DISC1	1q42.1
605211	BARHL1	9q34.13
605212	BARHL2	1p22.2
605213	PDPK1	16p13.3
605214	KCNMB2	3q26.32
605215	SKAP2	7p15.2
605216	ARHGEF4	2q22
605217	SHC2	19p13.3
605218	NA	NA
605219	DIABLO	12q24.31
605220	APOBR	16p11.2
605221	SRSF10	1p36.11
605222	KCNMB3	3q26.3-q27
605223	KCNMB4	12q15
605224	RRH	4q25
605225	NA	NA
605226	RERE	1p36.23
605227	RECK	9p13.3
605228	CIR1	2q31.1
605229	NA	NA
605230	TP53BP1	15q15-q21
605231	NA	NA
605232	WNK1	12p13.3
605233	NA	NA
605234	VN1R1	19q13.4
605235	NOL3	16q22.1
605236	CORIN	4p12
605237	XPR1	1q25.1
605238	HNMT	2q22.1
605239	ATP6V0A4	7q34
605240	CCL28	5p12
605241	LY86	6p24.3
605242	USH1C	11p14.3
605243	LY96	8q13.3
605244	NA	NA
605245	SLC2A8	9q33.3
605246	C3AR1	12p13.31
605247	PIDD1	11p15.5
605248	MCOLN1	19p13.2
605249	NA	NA
605250	ABCC4	13q31
605251	ABCC5	3q27
605252	POLI	18q21.1
605253	NA	NA
605254	NCSTN	1q22-q23
605255	ETV7	6p21
605256	RAD18	3p25.3
605257	AICDA	12p13
605258	NA	NA
605259	NA	NA
605260	NA	NA
605261	NOX4	11q14.2-q21
605262	NDRG1	8q24
605263	SHC3	9q22.1
605264	SORBS1	10q23.33
605265	AVEN	15q13.1
605266	JPH1	8q21
605267	JPH2	20q13.12
605268	JPH3	16q24.3
605269	CORO1C	12q24.1
605270	SGSH	17q25.3
605271	SERPINA10	14q32.13
605272	NDRG2	14q11.2
605273	NDRG3	20q11.21-q11.23
605274	NA	NA
605275	NA	NA
605276	AATK	17q25.3
605277	ARHGAP35	19q13.32
605278	CES2	16q22.1
605279	CES3	16q22.1
605280	NA	NA
605281	DDX4	5p15.2-p13.1
605282	NA	NA
605283	MAGEL2	15q11.2
605284	TSC1	9q34
605285	NA	NA
605286	CAPN10	2q37.3
605287	RNPEPL1	2q37.3
605288	NA	NA
605289	NA	NA
605290	OPA1	3q29
605291	NA	NA
605292	NT5M	17p11.2
605293	NA	NA
605294	CHST6	16q22
605295	FIGN	2q24
605296	PSMG1	21q22.3
605297	NELFCD	20q13
605298	DSCR3	21q22.2
605299	NCOA6	20q11
605300	SH2B2	7q22.1
605301	TACC1	8p11
605302	TACC2	10q26
605303	TACC3	4p16.3
605304	NGB	14q24.3
605305	KIR2DL5A	19q13.4 alternate reference locus
605306	CLEC4A	12p13
605307	GPR182	12q13.3
605308	ZNF346	5q35.3
605309	NA	NA
605310	CCHCR1	6p21.3
605311	NA	NA
605312	GDF15	19p13.11
605313	RBM8A	1q21.1
605314	HDAC4	2q37.3
605315	HDAC5	17q21
605316	NA	NA
605317	FOXP2	7q31
605318	NA	NA
605319	PFKFB3	10p15.1
605320	PFKFB4	3p22-p21
605321	NA	NA
605322	WFDC1	16q24.1
605323	CTDSP1	2q35
605324	APPBP2	17q23.2
605325	CYP3A5	7q21.1
605326	TAX1BP1	7p15
605327	NFIL3	9q22
605328	KLF13	15q13.3
605329	NA	NA
605330	IL22	12q15
605331	EPB41L3	18p11.32
605332	KLHL1	13q21
605333	PDS5B	13q12.3
605334	NA	NA
605335	PHLDA1	12q15
605336	CFHR3	1q32
605337	CFHR4	1q32
605338	INA	10q24
605339	FXR2	17p13.3
605340	CYP3A7	7q22.1
605341	PILRA	7q22.1
605342	PILRB	7q22.1
605343	FSTL3	19p13
605344	NFYC	1p32
605345	ALKBH1	14q24
605346	NA	NA
605347	PADI4	1p36.13
605348	TMEM50A	1p36.11
605349	NARF	17q25.3
605350	IL27RA	19p13.11
605351	FGL2	7q11.23
605352	MFHAS1	8p23.1
605353	GHRL	3p25.3
605354	CARD18	11q22.3
605355	NA	NA
605356	YWHAG	7q11.23
605357	STON1	2p16.3
605358	GTF2A1L	2p16.3
605359	PRR4	12p13
605360	CCDC85B	11q13.1
605361	NA	NA
605362	NA	NA
605363	GAD1	2q31
605364	NA	NA
605365	NA	NA
605366	OLFM1	9q34.3
605367	ELAC2	17p11.2
605368	BNIP3L	8p21
605369	TMPRSS11D	4q13.2
605370	ARHGAP26	5q31
605371	ARFGEF2	20q13.13
605372	HNRNPA3	2q31.2
605373	NA	NA
605374	MYCNOS	2p24.1
605375	NA	NA
605376	NA	NA
605377	DMPK	19q13.3
605378	AAAS	12q13
605379	GAN	16q24.1
605380	FGF23	12p13
605381	RHCG	15q25
605382	NA	NA
605383	IL21R	16p11
605384	IL21	4q26-q27
605385	RCE1	11q13
605386	MIRLET7A1	9q22.32
605387	NA	NA
605388	NA	NA
605389	NA	NA
605390	LPXN	11q12.1
605391	MINPP1	10q23
605392	FGFR1OP	6q27
605393	KDM5B	1q32.1
605394	BACH2	6q15
605395	TMED1	19p13.2
605396	NA	NA
605397	CD226	18q22.3
605398	CXCL16	17p13
605399	NID2	14q22.1
605400	NA	NA
605401	IQGAP2	5q
605402	CD274	9p24.1
605403	TLR6	4p16.1
605404	BOK	2q37.3
605405	USP6NL	10p13
605406	TMED10	14q24.3
605407	NA	NA
605408	NA	NA
605409	TCERG1	5q31
605410	KCND2	7q31
605411	KCND3	1p13.2
605412	RABL2A	2q13
605413	RABL2B	22q13.33
605414	ABCA7	19p13.3
605415	DKK2	4q25
605416	DKK3	11p15.3
605417	DKK4	8p11.2-p11.1
605418	DKKL1	19q13.3
605419	NA	NA
605420	ALX4	11p11.2
605421	ADAMTS9	3p14.1
605422	ZNF350	19q13.41
605423	DHH	12q13.1
605424	MAML1	5q35
605425	GJB4	1p35-p34
605426	TP53AIP1	11q24.3
605427	TRPV4	12q24.11
605428	NA	NA
605429	NA	NA
605430	SPAG9	17q21.33
605431	MAPK8IP3	16p13.3
605432	NA	NA
605433	KIF13A	6p23
605434	CLSPN	1p34.3
605435	PRKD1	14q11
605436	SNORD116-1	15q11.2
605437	PRKCH	14q23.1
605438	DLGAP2	8p23
605439	EHF	11p13
605440	UBQLN4	1q21
605441	ADIPOQ	3q27
605442	WTAP	6q25-q27
605443	PCGEM1	2q32.3
605444	RBMXL2	11p15
605445	DLGAP1	18p11.3
605446	RPGRIP1	14q11.2
605447	C6orf48	6p21.33
605448	RUNDC3A	17q21.31
605449	GSTA3	6p12.2
605450	GSTA4	6p12.2
605451	PAK4	19q13.2
605452	ABCB6	2q36
605453	ABCB9	12q24
605454	ABCB10	1q32
605455	RAB26	16p13.3
605456	BET1	7q21.1-q22
605457	IL22RA1	1p36.11
605458	IL17RB	3p21.1
605459	ABCG5	2p21
605460	ABCG8	2p21
605461	IL17RA	22q11.1
605462	NA	NA
605463	NA	NA
605464	ABCB8	7q36.1
605465	ZNF277	7q31.1
605466	SIRPG	20p13
605467	ZNF274	19q13.43
605468	CDC42EP4	17q25.1
605469	KDM4C	9p24-p23
605470	MMP26	11p15
605471	ZFYVE1	14q24.2
605472	NA	NA
605473	UBQLN3	11p15
605474	TLR9	3p21.3
605475	BAIAP2	17q25.3
605476	AGAP2	12q13.2
605477	ARHGEF7	13q33.3
605478	SIGIRR	11p15.5
605479	NA	NA
605480	NA	NA
605481	ASPM	1q31
605482	GSTO1	10q25.1
605483	DNAI2	17q25
605484	FCAMR	1q32.1
605485	VPS41	7p14.1-p13
605486	NA	NA
605487	ARPP19	15q11.2
605488	ARPP21	3p24.3
605489	IFT81	12q24.13
605490	LONP1	19p13.2
605491	NEBL	10p12
605492	LRRN2	1q32.1
605493	TRIM3	11p15.5
605494	ITGB3BP	1p31.3
605495	SLCO1B3	12p12
605496	CNTRL	9q33.2
605497	CRTAP	3p22
605498	KIF20B	10q23.31
605499		NA
605500	MPHOSPH6	16q23.3
605501	MPHOSPH9	12q24
605502	DNAJC2	7q22-q32
605503	MPHOSPH10	2p13.3
605504	KLK9	19q13.33
605505	KLK13	19q13.33
605506	VPS26A	10q21.1
605507	IL36RN	2q14
605508	IL36B	2q14
605509	IL36A	2q12-q14.1
605510	IL37	2q12-q14.1
605511	TMPRSS3	21q22.3
605512	ELOVL4	6q14
605513	MLANA	9p24.1
605514	PCDH15	10q21.1
605515	FOXP1	3p13
605516	CDH23	10q22.1
605517	B4GAT1	11q13.2
605518	LPIN1	2p25.1
605519	LPIN2	18p
605520	LPIN3	20q11.2-q12
605521	TBPL1	6q23.2
605522	LMBR1	7q36.3
605523	TOB1	17q21.33
605524	NA	NA
605525	CDT1	16q24.3
605526	NA	NA
605527	MAT2B	5q34
605528	NEU2	2q37
605529	UPF2	10p14-p13
605530	UPF3A	13q34
605531	NA	NA
605532	SMURF2	17q22-q23
605533	NRG3	10q23.1
605534	HMG20A	15q24
605535	HMG20B	19p13.3
605536	RAB11FIP5	2p13
605537	ATF6	1q23.3
605538	NTSR2	2p25.1
605539	KLK12	19q13.33
605540	PAPD5	16q12.1
605541	VAV3	1p13.3
605542	IL36G	2q12-q21
605543	NA	NA
605544	NA	NA
605545	CD163	12p13
605546	GP6	19q13.4
605547	FSTL1	3q13.33
605548	ADAM15	1q21.3
605549	NA	NA
605550	RASD1	17p11.2
605551	NOS1AP	1q23.3
605552	NA	NA
605553	PAPOLA	14q32.2
605554	CD244	1q23.1
605555	AIP	11q13.3
605556	SLC4A10	2q24.2
605557	PRDM16	1p36.32
605558	FGF20	8p22
605559	HOXC11	12q13.13
605560	HOXC10	12q13.13
605561	PKP3	11p15
605562	SCGB2A2	11q13
605563	CABP1	12q24.31
605564	CIB2	15q24
605565	RETN	19p13.2
605566	RTN4R	22q11
605567	SIVA1	14q32.33
605568	SMURF1	7q21.1-q31.1
605569	GPR83	11q21
605570	RAB11A	15q22.31
605571	PIWIL1	12q24.33
605572	NA	NA
605573	HSD17B3	9q22
605574	UBE2C	20q13.12
605575	SMC4	3q26.1
605576	SMC2	9q31.1
605577	RASGRP2	11q13
605578	IFITM2	11p15.5
605579	IFITM3	11p15.5
605580	IL23A	12q13.13
605581	B3GNT2	2p15
605582	NA	NA
605583	NA	NA
605584	DHX38	16q22
605585	CDC40	6q22.1
605586	IPO7	11p15.3
605587	SERPINI2	3q26.1
605588	NA	NA
605589	NA	NA
605590	SF3B1	2q33.1
605591	SF3B2	11q13
605592	SF3B3	16q22
605593	SF3B4	1q21.2
605594	NA	NA
605595	SF3A1	22q12.2
605596	SF3A3	1p34.3
605597	FOXL2	3q23
605598	NA	NA
605599	LYPLA1	8q11.23
